DatetimeBegin,Concentration,Validity,Verification,AirQualityStationEoICode
2020-01-01 00:00:00+01:00,24.100860541666666,1.0,3.0,HU0022A
2020-01-02 00:00:00+01:00,12.405561416666664,1.0,3.0,HU0022A
2020-01-03 00:00:00+01:00,22.33688291666667,1.0,3.0,HU0022A
2020-01-04 00:00:00+01:00,20.124020875,1.0,3.0,HU0022A
2020-01-05 00:00:00+01:00,46.485164782608706,1.0,3.0,HU0022A
2020-01-06 00:00:00+01:00,15.716693291666664,1.0,3.0,HU0022A
2020-01-07 00:00:00+01:00,11.592544833333333,1.0,3.0,HU0022A
2020-01-08 00:00:00+01:00,10.463378125,1.0,3.0,HU0022A
2020-01-09 00:00:00+01:00,6.980747075000001,1.0,3.0,HU0022A
2020-01-10 00:00:00+01:00,12.201544875000003,1.0,3.0,HU0022A
2020-01-11 00:00:00+01:00,13.260804133333336,1.0,3.0,HU0022A
2020-01-12 00:00:00+01:00,8.89409275,1.0,3.0,HU0022A
2020-01-13 00:00:00+01:00,10.302081909090909,1.0,3.0,HU0022A
2020-01-14 00:00:00+01:00,18.19992125,1.0,3.0,HU0022A
2020-01-15 00:00:00+01:00,22.490004166666665,1.0,3.0,HU0022A
2020-01-16 00:00:00+01:00,16.051701458333337,1.0,3.0,HU0022A
2020-01-17 00:00:00+01:00,12.621067458333334,1.0,3.0,HU0022A
2020-01-18 00:00:00+01:00,23.76527916666667,1.0,3.0,HU0022A
2020-01-19 00:00:00+01:00,10.911800166666666,1.0,3.0,HU0022A
2020-01-20 00:00:00+01:00,1.7422687041666665,1.0,3.0,HU0022A
2020-01-21 00:00:00+01:00,7.894348541666667,1.0,3.0,HU0022A
2020-01-22 00:00:00+01:00,13.939119291666666,1.0,3.0,HU0022A
2020-01-23 00:00:00+01:00,7.470375983333334,1.0,3.0,HU0022A
2020-01-24 00:00:00+01:00,13.315316520833333,1.0,3.0,HU0022A
2020-01-25 00:00:00+01:00,21.131924347826086,1.0,3.0,HU0022A
2020-01-26 00:00:00+01:00,15.412201625000002,1.0,3.0,HU0022A
2020-01-27 00:00:00+01:00,5.730653866666667,1.0,3.0,HU0022A
2020-01-28 00:00:00+01:00,11.242802029166667,1.0,3.0,HU0022A
2020-01-29 00:00:00+01:00,24.132505333333324,1.0,3.0,HU0022A
2020-01-30 00:00:00+01:00,36.685572916666665,1.0,3.0,HU0022A
2020-01-31 00:00:00+01:00,19.417745999999998,1.0,3.0,HU0022A
2020-02-01 00:00:00+01:00,35.9519925,1.0,3.0,HU0022A
2020-02-02 00:00:00+01:00,40.33674916666667,1.0,3.0,HU0022A
2020-02-03 00:00:00+01:00,49.299186666666664,1.0,3.0,HU0022A
2020-02-04 00:00:00+01:00,42.87138434782609,1.0,3.0,HU0022A
2020-02-05 00:00:00+01:00,48.120865,1.0,3.0,HU0022A
2020-02-06 00:00:00+01:00,39.820975833333335,1.0,3.0,HU0022A
2020-02-07 00:00:00+01:00,36.400529166666665,1.0,3.0,HU0022A
2020-02-08 00:00:00+01:00,44.339719041666676,1.0,3.0,HU0022A
2020-02-09 00:00:00+01:00,35.26787537500001,1.0,3.0,HU0022A
2020-02-10 00:00:00+01:00,49.273670833333334,1.0,3.0,HU0022A
2020-02-11 00:00:00+01:00,43.95841625,1.0,3.0,HU0022A
2020-02-12 00:00:00+01:00,44.07261166666666,1.0,3.0,HU0022A
2020-02-13 00:00:00+01:00,40.429910416666665,1.0,3.0,HU0022A
2020-02-14 00:00:00+01:00,15.187588347368424,1.0,3.0,HU0022A
2020-02-15 00:00:00+01:00,0.3656446043478261,1.0,3.0,HU0022A
2020-02-16 00:00:00+01:00,0.3545788636363637,1.0,3.0,HU0022A
2020-02-17 00:00:00+01:00,0.35381855000000006,1.0,3.0,HU0022A
2020-02-18 00:00:00+01:00,0.37291459,1.0,3.0,HU0022A
2020-02-19 00:00:00+01:00,,,,HU0022A
2020-02-20 00:00:00+01:00,23.498864777777776,1.0,3.0,HU0022A
2020-02-21 00:00:00+01:00,31.219132333333334,1.0,3.0,HU0022A
2020-02-22 00:00:00+01:00,36.45942624999999,1.0,3.0,HU0022A
2020-02-23 00:00:00+01:00,47.170902083333324,1.0,3.0,HU0022A
2020-02-24 00:00:00+01:00,54.37165791666667,1.0,3.0,HU0022A
2020-02-25 00:00:00+01:00,40.499946249999994,1.0,3.0,HU0022A
2020-02-26 00:00:00+01:00,33.98703282608697,1.0,3.0,HU0022A
2020-02-27 00:00:00+01:00,46.03780333333333,1.0,3.0,HU0022A
2020-02-28 00:00:00+01:00,54.045856363636354,1.0,3.0,HU0022A
2020-02-29 00:00:00+01:00,50.03763333333333,1.0,3.0,HU0022A
2020-03-01 00:00:00+01:00,52.517495555555556,1.0,3.0,HU0022A
2020-03-02 00:00:00+01:00,54.37001000000003,1.0,3.0,HU0022A
2020-03-03 00:00:00+01:00,20.875137291666665,1.0,3.0,HU0022A
2020-03-04 00:00:00+01:00,39.86705625,1.0,3.0,HU0022A
2020-03-05 00:00:00+01:00,39.96447729166666,1.0,3.0,HU0022A
2020-03-06 00:00:00+01:00,32.828114333333325,1.0,3.0,HU0022A
2020-03-07 00:00:00+01:00,35.87581808333333,1.0,3.0,HU0022A
2020-03-08 00:00:00+01:00,41.961476624999996,1.0,3.0,HU0022A
2020-03-09 00:00:00+01:00,28.567624173913046,1.0,3.0,HU0022A
2020-03-10 00:00:00+01:00,23.018775818181823,1.0,3.0,HU0022A
2020-03-11 00:00:00+01:00,23.964964260869564,1.0,3.0,HU0022A
2020-03-12 00:00:00+01:00,43.61925933333334,1.0,3.0,HU0022A
2020-03-13 00:00:00+01:00,30.120775708333326,1.0,3.0,HU0022A
2020-03-14 00:00:00+01:00,44.089108333333336,1.0,3.0,HU0022A
2020-03-15 00:00:00+01:00,50.516838500000006,1.0,3.0,HU0022A
2020-03-16 00:00:00+01:00,46.39281970833333,1.0,3.0,HU0022A
2020-03-17 00:00:00+01:00,27.83728504166667,1.0,3.0,HU0022A
2020-03-18 00:00:00+01:00,40.19208512500001,1.0,3.0,HU0022A
2020-03-19 00:00:00+01:00,45.200716166666666,1.0,3.0,HU0022A
2020-03-20 00:00:00+01:00,44.875300916666674,1.0,3.0,HU0022A
2020-03-21 00:00:00+01:00,42.73655854166666,1.0,3.0,HU0022A
2020-03-22 00:00:00+01:00,57.50501791666665,1.0,3.0,HU0022A
2020-03-23 00:00:00+01:00,46.29481583333334,1.0,3.0,HU0022A
2020-03-24 00:00:00+01:00,61.82189125,1.0,3.0,HU0022A
2020-03-25 00:00:00+01:00,56.479578749999995,1.0,3.0,HU0022A
2020-03-26 00:00:00+01:00,57.83612416666666,1.0,3.0,HU0022A
2020-03-27 00:00:00+01:00,47.85768458333334,1.0,3.0,HU0022A
2020-03-28 00:00:00+01:00,47.32763358333333,1.0,3.0,HU0022A
2020-03-29 00:00:00+01:00,56.60473039130435,1.0,3.0,HU0022A
2020-03-30 00:00:00+01:00,49.04091208333333,1.0,3.0,HU0022A
2020-03-31 00:00:00+01:00,50.83305869565217,1.0,3.0,HU0022A
2020-04-01 00:00:00+01:00,53.49863,1.0,3.0,HU0022A
2020-04-02 00:00:00+01:00,48.900471826086964,1.0,3.0,HU0022A
2020-04-03 00:00:00+01:00,48.24687077272727,1.0,3.0,HU0022A
2020-04-04 00:00:00+01:00,56.11731041666667,1.0,3.0,HU0022A
2020-04-05 00:00:00+01:00,64.83104916666669,1.0,3.0,HU0022A
2020-04-06 00:00:00+01:00,63.36187333333333,1.0,3.0,HU0022A
