DatetimeBegin,Concentration,Validity,Verification,AirQualityStationEoICode
2020-04-07 00:00:00+01:00,48.576225250000014,1.0,3.0,HU0022A
2020-04-08 00:00:00+01:00,47.45568436842106,1.0,3.0,HU0022A
2020-04-09 00:00:00+01:00,56.24694241666668,1.0,3.0,HU0022A
2020-04-10 00:00:00+01:00,71.07145833333333,1.0,3.0,HU0022A
2020-04-11 00:00:00+01:00,66.11522958333333,1.0,3.0,HU0022A
2020-04-12 00:00:00+01:00,67.03682958333331,1.0,3.0,HU0022A
2020-04-13 00:00:00+01:00,76.30205625,1.0,3.0,HU0022A
2020-04-14 00:00:00+01:00,58.22231958333333,1.0,3.0,HU0022A
2020-04-15 00:00:00+01:00,51.466944250000005,1.0,3.0,HU0022A
2020-04-16 00:00:00+01:00,56.73939708333333,1.0,3.0,HU0022A
2020-04-17 00:00:00+01:00,61.354898000000006,1.0,3.0,HU0022A
2020-04-18 00:00:00+01:00,67.72392916666668,1.0,3.0,HU0022A
2020-04-19 00:00:00+01:00,62.90733833333334,1.0,3.0,HU0022A
2020-04-20 00:00:00+01:00,67.65786541666667,1.0,3.0,HU0022A
2020-04-21 00:00:00+01:00,57.30675666666667,1.0,3.0,HU0022A
2020-04-22 00:00:00+01:00,56.45513458333332,1.0,3.0,HU0022A
2020-04-23 00:00:00+01:00,45.63295363636364,1.0,3.0,HU0022A
2020-04-24 00:00:00+01:00,54.01149047619048,1.0,3.0,HU0022A
2020-04-25 00:00:00+01:00,65.59819333333334,1.0,3.0,HU0022A
2020-04-26 00:00:00+01:00,55.07143374999999,1.0,3.0,HU0022A
2020-04-27 00:00:00+01:00,50.40975791666667,1.0,3.0,HU0022A
2020-04-28 00:00:00+01:00,67.30039625000002,1.0,3.0,HU0022A
2020-04-29 00:00:00+01:00,45.112847499999994,1.0,3.0,HU0022A
2020-04-30 00:00:00+01:00,53.65636958333332,1.0,3.0,HU0022A
2020-05-01 00:00:00+01:00,42.24256416666667,1.0,3.0,HU0022A
2020-05-02 00:00:00+01:00,44.786275416666676,1.0,3.0,HU0022A
2020-05-03 00:00:00+01:00,63.67356,1.0,3.0,HU0022A
2020-05-04 00:00:00+01:00,56.545197083333335,1.0,3.0,HU0022A
2020-05-05 00:00:00+01:00,41.54743220833333,1.0,3.0,HU0022A
2020-05-06 00:00:00+01:00,59.43623458333334,1.0,3.0,HU0022A
2020-05-07 00:00:00+01:00,68.0447043478261,1.0,3.0,HU0022A
2020-05-08 00:00:00+01:00,58.84465537500001,1.0,3.0,HU0022A
2020-05-09 00:00:00+01:00,64.164822875,1.0,3.0,HU0022A
2020-05-10 00:00:00+01:00,69.62474291666666,1.0,3.0,HU0022A
2020-05-11 00:00:00+01:00,63.966560833333325,1.0,3.0,HU0022A
2020-05-12 00:00:00+01:00,55.56973857142857,1.0,3.0,HU0022A
2020-05-13 00:00:00+01:00,34.39719904761904,1.0,3.0,HU0022A
2020-05-14 00:00:00+01:00,46.294018666666666,1.0,3.0,HU0022A
2020-05-15 00:00:00+01:00,51.7420175,1.0,3.0,HU0022A
2020-05-16 00:00:00+01:00,60.70935958333334,1.0,3.0,HU0022A
2020-05-17 00:00:00+01:00,50.09831541666666,1.0,3.0,HU0022A
2020-05-18 00:00:00+01:00,62.61580818181819,1.0,3.0,HU0022A
2020-05-19 00:00:00+01:00,73.23139733333333,1.0,3.0,HU0022A
2020-05-20 00:00:00+01:00,55.69109791666667,1.0,3.0,HU0022A
2020-05-21 00:00:00+01:00,64.21427454545454,1.0,3.0,HU0022A
2020-05-22 00:00:00+01:00,63.09763791666668,1.0,3.0,HU0022A
2020-05-23 00:00:00+01:00,67.12626416666667,1.0,3.0,HU0022A
2020-05-24 00:00:00+01:00,55.76129583333334,1.0,3.0,HU0022A
2020-05-25 00:00:00+01:00,49.12848208333333,1.0,3.0,HU0022A
2020-05-26 00:00:00+01:00,42.83811565217391,1.0,3.0,HU0022A
2020-05-27 00:00:00+01:00,41.7654925,1.0,3.0,HU0022A
2020-05-28 00:00:00+01:00,40.80753416666667,1.0,3.0,HU0022A
2020-05-29 00:00:00+01:00,44.90182166666667,1.0,3.0,HU0022A
2020-05-30 00:00:00+01:00,47.186382500000015,1.0,3.0,HU0022A
2020-05-31 00:00:00+01:00,43.78134583333334,1.0,3.0,HU0022A
2020-06-01 00:00:00+01:00,39.27227875,1.0,3.0,HU0022A
2020-06-02 00:00:00+01:00,49.984099166666674,1.0,3.0,HU0022A
2020-06-03 00:00:00+01:00,43.046395958333335,1.0,3.0,HU0022A
2020-06-04 00:00:00+01:00,49.082260041666665,1.0,3.0,HU0022A
2020-06-05 00:00:00+01:00,48.691190416666664,1.0,3.0,HU0022A
2020-06-06 00:00:00+01:00,50.50496958333333,1.0,3.0,HU0022A
2020-06-07 00:00:00+01:00,55.72272791666665,1.0,3.0,HU0022A
2020-06-08 00:00:00+01:00,42.90175083333333,1.0,3.0,HU0022A
2020-06-09 00:00:00+01:00,42.066839166666654,1.0,3.0,HU0022A
2020-06-10 00:00:00+01:00,41.690525,1.0,3.0,HU0022A
2020-06-11 00:00:00+01:00,36.509327083333346,1.0,3.0,HU0022A
2020-06-12 00:00:00+01:00,46.000604583333335,1.0,3.0,HU0022A
2020-06-13 00:00:00+01:00,64.02932570833333,1.0,3.0,HU0022A
2020-06-14 00:00:00+01:00,46.11979916666667,1.0,3.0,HU0022A
2020-06-15 00:00:00+01:00,27.2142180952381,1.0,3.0,HU0022A
2020-06-16 00:00:00+01:00,29.46067499999999,1.0,3.0,HU0022A
2020-06-17 00:00:00+01:00,33.70369663636364,1.0,3.0,HU0022A
2020-06-18 00:00:00+01:00,35.97667170833334,1.0,3.0,HU0022A
2020-06-19 00:00:00+01:00,57.04612583333333,1.0,3.0,HU0022A
2020-06-20 00:00:00+01:00,59.933100833333334,1.0,3.0,HU0022A
2020-06-21 00:00:00+01:00,40.09530333333333,1.0,3.0,HU0022A
2020-06-22 00:00:00+01:00,44.08876958333334,1.0,3.0,HU0022A
2020-06-23 00:00:00+01:00,69.95441916666667,1.0,3.0,HU0022A
2020-06-24 00:00:00+01:00,68.93011708333334,1.0,3.0,HU0022A
2020-06-25 00:00:00+01:00,56.920737083333336,1.0,3.0,HU0022A
2020-06-26 00:00:00+01:00,50.85896170833333,1.0,3.0,HU0022A
2020-06-27 00:00:00+01:00,67.60957624999999,1.0,3.0,HU0022A
2020-06-28 00:00:00+01:00,71.401025,1.0,3.0,HU0022A
2020-06-29 00:00:00+01:00,53.041109500000005,1.0,3.0,HU0022A
2020-06-30 00:00:00+01:00,53.438683913043484,1.0,3.0,HU0022A
2020-07-01 00:00:00+01:00,64.13597608333333,1.0,3.0,HU0022A
2020-07-02 00:00:00+01:00,65.09855125,1.0,3.0,HU0022A
2020-07-03 00:00:00+01:00,48.87182708333333,1.0,3.0,HU0022A
2020-07-04 00:00:00+01:00,59.149992916666655,1.0,3.0,HU0022A
2020-07-05 00:00:00+01:00,73.35566379166666,1.0,3.0,HU0022A
2020-07-06 00:00:00+01:00,43.97340129166667,1.0,3.0,HU0022A
2020-07-07 00:00:00+01:00,61.760768333333324,1.0,3.0,HU0022A
2020-07-08 00:00:00+01:00,57.338816208333334,1.0,3.0,HU0022A
2020-07-09 00:00:00+01:00,65.59608125,1.0,3.0,HU0022A
2020-07-10 00:00:00+01:00,66.32518875000001,1.0,3.0,HU0022A
2020-07-11 00:00:00+01:00,70.086035,1.0,3.0,HU0022A
2020-07-12 00:00:00+01:00,46.676215875000004,1.0,3.0,HU0022A
2020-07-13 00:00:00+01:00,48.2258965,1.0,3.0,HU0022A
2020-07-14 00:00:00+01:00,48.68431425,1.0,3.0,HU0022A
2020-07-15 00:00:00+01:00,55.39245025,1.0,3.0,HU0022A
2020-07-16 00:00:00+01:00,47.271364625,1.0,3.0,HU0022A
2020-07-17 00:00:00+01:00,43.54794291666667,1.0,3.0,HU0022A
2020-07-18 00:00:00+01:00,41.75096260869565,1.0,3.0,HU0022A
2020-07-19 00:00:00+01:00,32.82968279166666,1.0,3.0,HU0022A
2020-07-20 00:00:00+01:00,55.88263070833333,1.0,3.0,HU0022A
2020-07-21 00:00:00+01:00,66.09622518181817,1.0,3.0,HU0022A
2020-07-22 00:00:00+01:00,72.57208833333333,1.0,3.0,HU0022A
2020-07-23 00:00:00+01:00,68.32571083333333,1.0,3.0,HU0022A
2020-07-24 00:00:00+01:00,56.283262750000006,1.0,3.0,HU0022A
2020-07-25 00:00:00+01:00,50.890256250000014,1.0,3.0,HU0022A
2020-07-26 00:00:00+01:00,58.195936249999995,1.0,3.0,HU0022A
2020-07-27 00:00:00+01:00,53.76272429166667,1.0,3.0,HU0022A
2020-07-28 00:00:00+01:00,54.762080708333336,1.0,3.0,HU0022A
2020-07-29 00:00:00+01:00,63.39716499999998,1.0,3.0,HU0022A
2020-07-30 00:00:00+01:00,73.5669525,1.0,3.0,HU0022A
2020-07-31 00:00:00+01:00,84.51096783333334,1.0,3.0,HU0022A
2020-08-01 00:00:00+01:00,82.72132583333332,1.0,3.0,HU0022A
2020-08-02 00:00:00+01:00,70.20819458333334,1.0,3.0,HU0022A
2020-08-03 00:00:00+01:00,67.62258458333334,1.0,3.0,HU0022A
2020-08-04 00:00:00+01:00,58.94928249999999,1.0,3.0,HU0022A
2020-08-05 00:00:00+01:00,35.011512083333336,1.0,3.0,HU0022A
2020-08-06 00:00:00+01:00,60.39618249999999,1.0,3.0,HU0022A
2020-08-07 00:00:00+01:00,77.87275041666665,1.0,3.0,HU0022A
2020-08-08 00:00:00+01:00,71.83775333333332,1.0,3.0,HU0022A
2020-08-09 00:00:00+01:00,52.29453217391304,1.0,3.0,HU0022A
2020-08-10 00:00:00+01:00,58.34301475,1.0,3.0,HU0022A
2020-08-11 00:00:00+01:00,51.24876083333333,1.0,3.0,HU0022A
2020-08-12 00:00:00+01:00,62.994641666666666,1.0,3.0,HU0022A
2020-08-13 00:00:00+01:00,70.54649250000001,1.0,3.0,HU0022A
2020-08-14 00:00:00+01:00,59.65439750000001,1.0,3.0,HU0022A
2020-08-15 00:00:00+01:00,51.810368583333336,1.0,3.0,HU0022A
2020-08-16 00:00:00+01:00,59.384277499999996,1.0,3.0,HU0022A
2020-08-17 00:00:00+01:00,63.84077458333332,1.0,3.0,HU0022A
2020-08-18 00:00:00+01:00,44.48345047619048,1.0,3.0,HU0022A
2020-08-19 00:00:00+01:00,69.02902416666664,1.0,3.0,HU0022A
2020-08-20 00:00:00+01:00,72.02321208333332,1.0,3.0,HU0022A
2020-08-21 00:00:00+01:00,59.317589166666664,1.0,3.0,HU0022A
2020-08-22 00:00:00+01:00,62.83258916666666,1.0,3.0,HU0022A
2020-08-23 00:00:00+01:00,54.08400666666665,1.0,3.0,HU0022A
2020-08-24 00:00:00+01:00,54.461384583333334,1.0,3.0,HU0022A
2020-08-25 00:00:00+01:00,66.69925333333333,1.0,3.0,HU0022A
2020-08-26 00:00:00+01:00,50.97638045833333,1.0,3.0,HU0022A
2020-08-27 00:00:00+01:00,66.11573833333331,1.0,3.0,HU0022A
2020-08-28 00:00:00+01:00,59.78736266666667,1.0,3.0,HU0022A
2020-08-29 00:00:00+01:00,69.31046499999998,1.0,3.0,HU0022A
2020-08-30 00:00:00+01:00,68.94941041666665,1.0,3.0,HU0022A
2020-08-31 00:00:00+01:00,56.79499125,1.0,3.0,HU0022A
2020-09-01 00:00:00+01:00,41.113626958333334,1.0,3.0,HU0022A
2020-09-02 00:00:00+01:00,51.99637795238095,1.0,3.0,HU0022A
2020-09-03 00:00:00+01:00,48.345276958333336,1.0,3.0,HU0022A
2020-09-04 00:00:00+01:00,63.14735220833334,1.0,3.0,HU0022A
2020-09-05 00:00:00+01:00,45.69561562500001,1.0,3.0,HU0022A
2020-09-06 00:00:00+01:00,55.63074425,1.0,3.0,HU0022A
2020-09-07 00:00:00+01:00,50.29486420833334,1.0,3.0,HU0022A
2020-09-08 00:00:00+01:00,43.91196429166666,1.0,3.0,HU0022A
2020-09-09 00:00:00+01:00,52.852768749999996,1.0,3.0,HU0022A
2020-09-10 00:00:00+01:00,48.189797875000004,1.0,3.0,HU0022A
2020-09-11 00:00:00+01:00,50.41183895238095,1.0,3.0,HU0022A
2020-09-12 00:00:00+01:00,60.792718750000006,1.0,3.0,HU0022A
2020-09-13 00:00:00+01:00,56.5368245,1.0,3.0,HU0022A
2020-09-14 00:00:00+01:00,60.992296166666655,1.0,3.0,HU0022A
2020-09-15 00:00:00+01:00,58.72785729166666,1.0,3.0,HU0022A
2020-09-16 00:00:00+01:00,53.18290129166667,1.0,3.0,HU0022A
2020-09-17 00:00:00+01:00,54.192279791666664,1.0,3.0,HU0022A
2020-09-18 00:00:00+01:00,48.361359875,1.0,3.0,HU0022A
2020-09-19 00:00:00+01:00,45.90101925,1.0,3.0,HU0022A
2020-09-20 00:00:00+01:00,63.999128750000004,1.0,3.0,HU0022A
2020-09-21 00:00:00+01:00,62.514687916666674,1.0,3.0,HU0022A
2020-09-22 00:00:00+01:00,60.316628217391305,1.0,3.0,HU0022A
2020-09-23 00:00:00+01:00,59.859896416666665,1.0,3.0,HU0022A
2020-09-24 00:00:00+01:00,40.13019445833334,1.0,3.0,HU0022A
2020-09-25 00:00:00+01:00,54.05669625000001,1.0,3.0,HU0022A
2020-09-26 00:00:00+01:00,38.75695666666666,1.0,3.0,HU0022A
2020-09-27 00:00:00+01:00,43.72952083333333,1.0,3.0,HU0022A
2020-09-28 00:00:00+01:00,30.348966666666673,1.0,3.0,HU0022A
2020-09-29 00:00:00+01:00,26.160082874999997,1.0,3.0,HU0022A
2020-09-30 00:00:00+01:00,33.096084166666664,1.0,3.0,HU0022A
2020-10-01 00:00:00+01:00,30.747487499999995,1.0,3.0,HU0022A
2020-10-02 00:00:00+01:00,36.83444566666667,1.0,3.0,HU0022A
2020-10-03 00:00:00+01:00,55.41181291666666,1.0,3.0,HU0022A
2020-10-04 00:00:00+01:00,60.99128458333333,1.0,3.0,HU0022A
2020-10-05 00:00:00+01:00,35.676644238095236,1.0,3.0,HU0022A
2020-10-06 00:00:00+01:00,35.304662083333334,1.0,3.0,HU0022A
2020-10-07 00:00:00+01:00,22.437601500000003,1.0,3.0,HU0022A
2020-10-08 00:00:00+01:00,37.12454333333333,1.0,3.0,HU0022A
2020-10-09 00:00:00+01:00,19.512877874999997,1.0,3.0,HU0022A
2020-10-10 00:00:00+01:00,29.76445195,1.0,3.0,HU0022A
2020-10-11 00:00:00+01:00,26.116191583333336,1.0,3.0,HU0022A
2020-10-12 00:00:00+01:00,22.198408416666666,1.0,3.0,HU0022A
2020-10-13 00:00:00+01:00,21.839606590909092,1.0,3.0,HU0022A
2020-10-14 00:00:00+01:00,24.585733458333333,1.0,3.0,HU0022A
2020-10-15 00:00:00+01:00,12.824167666666666,1.0,3.0,HU0022A
2020-10-16 00:00:00+01:00,18.099155000000003,1.0,3.0,HU0022A
2020-10-17 00:00:00+01:00,13.392899625,1.0,3.0,HU0022A
2020-10-18 00:00:00+01:00,31.726292833333332,1.0,3.0,HU0022A
2020-10-19 00:00:00+01:00,8.053399541666666,1.0,3.0,HU0022A
2020-10-20 00:00:00+01:00,34.803835041666666,1.0,3.0,HU0022A
2020-10-21 00:00:00+01:00,40.155728333333336,1.0,3.0,HU0022A
2020-10-22 00:00:00+01:00,25.724886625,1.0,3.0,HU0022A
2020-10-23 00:00:00+01:00,18.935447583333335,1.0,3.0,HU0022A
2020-10-24 00:00:00+01:00,5.842069416666667,1.0,3.0,HU0022A
2020-10-25 00:00:00+01:00,12.295845434782608,1.0,3.0,HU0022A
2020-10-26 00:00:00+01:00,27.361021624999996,1.0,3.0,HU0022A
2020-10-27 00:00:00+01:00,16.498727375,1.0,3.0,HU0022A
2020-10-28 00:00:00+01:00,16.446344208333333,1.0,3.0,HU0022A
2020-10-29 00:00:00+01:00,7.970234208333333,1.0,3.0,HU0022A
2020-10-30 00:00:00+01:00,23.721684142857146,1.0,3.0,HU0022A
2020-10-31 00:00:00+01:00,24.091450999999996,1.0,3.0,HU0022A
2020-11-01 00:00:00+01:00,19.902506083333332,1.0,3.0,HU0022A
2020-11-02 00:00:00+01:00,12.7797605,1.0,3.0,HU0022A
2020-11-03 00:00:00+01:00,6.428238086956522,1.0,3.0,HU0022A
2020-11-04 00:00:00+01:00,6.985256499999998,1.0,3.0,HU0022A
2020-11-05 00:00:00+01:00,16.845772333333333,1.0,3.0,HU0022A
2020-11-06 00:00:00+01:00,7.602330916666666,1.0,3.0,HU0022A
2020-11-07 00:00:00+01:00,15.981223708333332,1.0,3.0,HU0022A
2020-11-08 00:00:00+01:00,18.203002458333334,1.0,3.0,HU0022A
2020-11-09 00:00:00+01:00,10.408423916666665,1.0,3.0,HU0022A
2020-11-10 00:00:00+01:00,21.972955416666668,1.0,3.0,HU0022A
2020-11-11 00:00:00+01:00,14.367909818181818,1.0,3.0,HU0022A
2020-11-12 00:00:00+01:00,15.938387,1.0,3.0,HU0022A
2020-11-13 00:00:00+01:00,8.523901124999998,1.0,3.0,HU0022A
2020-11-14 00:00:00+01:00,32.96803458333333,1.0,3.0,HU0022A
2020-11-15 00:00:00+01:00,38.80964791666667,1.0,3.0,HU0022A
2020-11-16 00:00:00+01:00,23.774792083333335,1.0,3.0,HU0022A
2020-11-17 00:00:00+01:00,10.320777708333333,1.0,3.0,HU0022A
2020-11-18 00:00:00+01:00,11.872463625,1.0,3.0,HU0022A
2020-11-19 00:00:00+01:00,25.049494624999994,1.0,3.0,HU0022A
2020-11-20 00:00:00+01:00,26.283574666666667,1.0,3.0,HU0022A
2020-11-21 00:00:00+01:00,35.14070136842105,1.0,3.0,HU0022A
2020-11-22 00:00:00+01:00,24.905508166666664,1.0,3.0,HU0022A
2020-11-23 00:00:00+01:00,10.774074333333333,1.0,3.0,HU0022A
2020-11-24 00:00:00+01:00,11.530894166666668,1.0,3.0,HU0022A
2020-11-25 00:00:00+01:00,29.275676666666666,1.0,3.0,HU0022A
2020-11-26 00:00:00+01:00,27.777040869565216,1.0,3.0,HU0022A
2020-11-27 00:00:00+01:00,14.336989999999998,1.0,3.0,HU0022A
2020-11-28 00:00:00+01:00,13.103548291666671,1.0,3.0,HU0022A
2020-11-29 00:00:00+01:00,13.002153083333335,1.0,3.0,HU0022A
2020-11-30 00:00:00+01:00,12.113076125,1.0,3.0,HU0022A
2020-12-01 00:00:00+01:00,16.612425749999996,1.0,3.0,HU0022A
2020-12-02 00:00:00+01:00,22.79149179166667,1.0,3.0,HU0022A
2020-12-03 00:00:00+01:00,29.97978708333333,1.0,3.0,HU0022A
2020-12-04 00:00:00+01:00,21.684583333333332,1.0,3.0,HU0022A
2020-12-05 00:00:00+01:00,30.742284166666664,1.0,3.0,HU0022A
2020-12-06 00:00:00+01:00,38.15755541666667,1.0,3.0,HU0022A
2020-12-07 00:00:00+01:00,36.528960833333336,1.0,3.0,HU0022A
2020-12-08 00:00:00+01:00,30.76866375,1.0,3.0,HU0022A
2020-12-09 00:00:00+01:00,37.06961750000001,1.0,3.0,HU0022A
2020-12-10 00:00:00+01:00,22.492453458333333,1.0,3.0,HU0022A
2020-12-11 00:00:00+01:00,19.932348166666667,1.0,3.0,HU0022A
2020-12-12 00:00:00+01:00,26.726445833333333,1.0,3.0,HU0022A
2020-12-13 00:00:00+01:00,28.610811666666674,1.0,3.0,HU0022A
2020-12-14 00:00:00+01:00,24.318998181818184,1.0,3.0,HU0022A
2020-12-15 00:00:00+01:00,34.17197708333333,1.0,3.0,HU0022A
2020-12-16 00:00:00+01:00,13.157822210526316,1.0,3.0,HU0022A
2020-12-17 00:00:00+01:00,8.291265916666665,1.0,3.0,HU0022A
2020-12-18 00:00:00+01:00,12.020062291666669,1.0,3.0,HU0022A
2020-12-19 00:00:00+01:00,17.938704791666662,1.0,3.0,HU0022A
2020-12-20 00:00:00+01:00,31.810852916666676,1.0,3.0,HU0022A
2020-12-21 00:00:00+01:00,27.00106083333333,1.0,3.0,HU0022A
2020-12-22 00:00:00+01:00,17.15483439130435,1.0,3.0,HU0022A
2020-12-23 00:00:00+01:00,9.74525325,1.0,3.0,HU0022A
2020-12-24 00:00:00+01:00,12.622243458333331,1.0,3.0,HU0022A
